car_name,car_price_in_rupees,kms_driven,fuel_type,city,year_of_manufacture
Maruti Suzuki Celerio VXi CNG [2017-2019],468000.0,81091,CNG,Delhi,2018
Hyundai Grand i10 Magna 1.1 CRDi [2016-2017],450000.0,67621,Diesel,Hyderabad,2014
Hyundai Verna 1.6 VTVT SX,650000.0,38494,Petrol,Mumbai,2016
Maruti Suzuki Celerio VXi (O) CNG,547000.0,42348,CNG,Pune,2020
Maruti Suzuki Celerio VXi CNG [2019-2020],527000.0,93275,CNG,Pune,2019
Maruti Suzuki Alto K10 VXi (O),367000.0,44199,Petrol,Kolkata,2018
Audi A3 35 TFSI Premium Plus,2180000.0,77590,Petrol,Delhi,2018
Audi A3 35 TDI Premium Plus,4299000.0,15678,Diesel,Kolkata,2019
Maruti Suzuki Celerio VXi CNG (O),440000.0,52000,CNG,Thane,2016
Maruti Suzuki Ertiga VXI CNG,1140000.0,28678,CNG,Thane,2021
Maruti Suzuki Ritz Vxi (ABS) BS-IV,357000.0,40877,Petrol,Pune,2013
Honda Jazz V Petrol,557000.0,44464,Petrol,Chennai,2016
Mahindra Bolero Power Plus ZLX [2016-2019],725000.0,57994,Diesel,Hyderabad,2017
Hyundai Elite i20 Asta 1.2 (O) [2016],657000.0,54982,Petrol,Bangalore,2017
Datsun GO T (O),250000.0,40000,Petrol,Ahmedabad,2018
Maruti Suzuki A-Star Vxi,199000.0,54000,Petrol,Thane,2010
Audi Q5 2.0 TDI quattro,1500000.0,56173,Diesel,Hyderabad,2012
Renault Duster RXS CVT,899000.0,36700,Petrol,Bangalore,2019
Volkswagen Taigun Topline 1.0 TSI AT,1895000.0,2377,Petrol,Hyderabad,2022
Volvo S60 D5 2.4 L,1800000.0,83893,Diesel,Hyderabad,2016
Hyundai Verna Fluidic 1.6 VTVT SX,425000.0,96000,Petrol,Noida,2011
Renault Kwid RXL [2015-2019],339000.0,64346,Petrol,Bangalore,2016
BMW 3 Series 320d Luxury Line,1550000.0,104264,Diesel,Hyderabad,2013
Hyundai Santro Magna [2018-2020],441000.0,15447,Petrol,Kolkata,2020
MG Hector Sharp 1.5 DCT Petrol [2019-2020],1599000.0,29979,Petrol,Bangalore,2019
Skoda Octavia 1.8 TSI L&K,1698999.0,45661,Petrol,Thane,2018
MG ZS EV Exclusive [2020-2021],1919000.0,57946,Electric,Bangalore,2020
Renault Kwid 1.0 RXL [2017-2019],369000.0,43361,Petrol,Bangalore,2017
Honda City V CVT Petrol [2017-2019],861999.0,18711,Petrol,Delhi,2017
Tata Nexon XZ,850000.0,29700,Petrol,Chennai,2020
Isuzu D-Max V-Cross 4x4,1895000.0,64377,Diesel,Bangalore,2018
Maruti Suzuki Ciaz Delta 1.3 Hybrid,597000.0,57498,Diesel,Delhi,2017
Toyota Etios GD,550000.0,169100,Diesel,Ambattur,2015
Maruti Suzuki Swift ZXi,479000.0,24389,Petrol,Delhi,2016
Tata Harrier XZ [2019-2020],1620000.0,21077,Diesel,Thane,2019
Tata Nexon EV XZ Plus,1475000.0,21065,Electric,Thane,2022
Honda Jazz ZX CVT,1024000.0,9838,Petrol,Pune,2021
Hyundai Venue SX 1.0 (O) Petrol [2019-2020],1175000.0,24410,Petrol,Hyderabad,2020
Hyundai Elite i20 Asta 1.2 Dual Tone,715000.0,14000,Petrol,Thane,2018
Maruti Suzuki Ciaz S 1.4 MT,686000.0,21880,Petrol,Delhi,2018
Maruti Suzuki Swift VDi ABS [2014-2017],645000.0,69939,Diesel,Bangalore,2016
Volkswagen Polo Trendline 1.2L (P),609000.0,25501,Petrol,Bangalore,2017
Hyundai Creta 1.6 S Petrol,827999.0,78623,Petrol,Delhi,2016
Kia Seltos GTK 1.4 Dual Tone [2019-2020],1105000.0,25483,Petrol,Kolkata,2019
Maruti Suzuki Ciaz Alpha 1.4 AT,735000.0,46993,Petrol,Thane,2017
Maruti Suzuki Alto 800 LXi (O),366000.0,4697,Petrol,Delhi,2020
Maruti Suzuki Wagon R 1.0 VXI+ AMT,430000.0,53000,Petrol,Ahmedabad,2016
Maruti Suzuki Ciaz Alpha Hybrid 1.5 [2018-2020],811999.0,61867,Petrol,Delhi,2019
Maruti Suzuki S-Cross Zeta 1.3,950000.0,28016,Diesel,Hyderabad,2018
Ford EcoSport Titanium 1.5L TDCi,790000.0,71400,Diesel,Ahmedabad,2017
Ford Endeavour Titanium Plus 2.2 4x2 AT,3595000.0,27635,Diesel,Bangalore,2019
Jeep Compass Limited 1.4 Petrol AT [2017-2020],1285000.0,48179,Petrol,Mumbai,2018
Renault Captur RXL Petrol,779000.0,99938,Petrol,Bangalore,2018
Hyundai Grand i10 Sports Edition 1.2L Kappa VTVT,566000.0,12842,Petrol,Kolkata,2019
Toyota Yaris J MT,1027000.0,8465,Petrol,Delhi,2021
Renault Triber RXL [2019-2020],539000.0,30040,Petrol,Kolkata,2019
Maruti Suzuki Swift VXi AMT [2018-2019],725000.0,45745,Petrol,Hyderabad,2020
Audi A6 35 TDI Matrix,3175000.0,62410,Diesel,Bangalore,2016
Hyundai Grand i10 Asta 1.2 Kappa VTVT,540000.0,29135,Petrol,Thane,2017
Mercedes-Benz S-Class Maybach S 500,11900000.0,24500,Petrol,Kolkata,2017
Hyundai Verna 1.6 VTVT SX,992000.0,8000,Petrol,Delhi,2019
Volkswagen Vento Highline Plus 1.2 (P) AT 16 Alloy,839000.0,40000,Petrol,Ahmedabad,2018
Maruti Suzuki Wagon R 1.0 VXI,400000.0,48502,Petrol,Faridabad,2017
Datsun redi-GO T(O) 1.0,465000.0,10655,Petrol,Chennai,2021
Ford Fiesta Classic SXi 1.4 TDCi,185000.0,55000,Diesel,Kolkata,2011
Mahindra Alturas G4 4WD AT [2018-2020],2145000.0,40180,Diesel,Kolkata,2019
Hyundai Grand i10 Nios Sportz 1.2 Kappa VTVT,729000.0,33863,Petrol,Bangalore,2021
Maruti Suzuki Ritz Vxi (ABS) BS-IV,357000.0,40877,Petrol,Pune,2013
Honda City VX CVT,785000.0,61123,Petrol,Noida,2016
Volvo XC60 Kinetic,2600000.0,82807,Diesel,Hyderabad,2016
Hyundai Alcazar Prestige (O) 6 STR 2.0 Petrol AT,1875000.0,2293,Petrol,Ahmedabad,2021
Renault Kwid 1.0 RXT [2016-2019],449000.0,28213,Petrol,Bangalore,2018
Maruti Suzuki Swift VXi [2014-2017],699000.0,15400,Petrol,Bangalore,2018
BMW 3 Series 320d Sport Line,1150000.0,38000,Diesel,Kolkata,2013
Hyundai Grand i10 Sports Edition 1.2L Kappa VTVT,491000.0,63148,Petrol,Bangalore,2015
Mahindra Bolero Power Plus ZLX [2016-2019],650000.0,91752,Diesel,Hyderabad,2016
Maruti Suzuki Ertiga ZXi,595000.0,67590,Petrol,Mumbai,2014
Maruti Suzuki Swift DZire ZXI,495000.0,66784,Petrol,Thane,2015
Hyundai Grand i10 Magna 1.2 Kappa VTVT [2013-2016],385000.0,73000,Petrol,Noida,2014
Ford Endeavour Titanium Plus 2.2 4x2 AT,3595000.0,27000,Diesel,Bangalore,2019
Maruti Suzuki Alto 800 Lxi,330000.0,21857,Petrol,Pune,2018
Maruti Suzuki Alto LXi BS-III,200000.0,60506,Petrol,Hyderabad,2009
Hyundai Santro Sportz CNG [2018-2020],499000.0,39598,CNG,Mumbai,2020
Maruti Suzuki Ciaz ZDi+ SHVS,499000.0,48196,Diesel,Kolkata,2016
Hyundai Creta SX Plus 1.6  Petrol,813000.0,27433,Petrol,Kolkata,2016
Honda Jazz V Petrol,545000.0,60857,Petrol,Mumbai,2017
Land Rover Discovery Sport HSE,3299000.0,46328,Diesel,Kolkata,2017
Mercedes-Benz GLA 200 CDI Sport,1650000.0,75000,Diesel,Faridabad,2015
Hyundai Verna SX Plus 1.6 CRDi AT,1200000.0,41197,Diesel,Thane,2019
Volkswagen Ameo Comfortline 1.2L (P),550000.0,40000,Petrol,Ahmedabad,2017
Datsun GO Plus T,325000.0,24921,Petrol,Thane,2016
Toyota Yaris G CVT [2018-2020],803999.0,14839,Petrol,Pune,2018
Maruti Suzuki Celerio VXi AMT [2017-2019],448000.0,80306,Petrol,Pune,2017
Honda City VX CVT,750000.0,49419,Petrol,Thane,2016
Honda Jazz V AT Petrol,650000.0,29206,Petrol,Ahmedabad,2017
Hyundai Creta 1.6 SX Plus AT Petrol,1445000.0,37499,Petrol,Mumbai,2019
Hyundai Grand i10 Asta AT 1.2 Kappa VTVT [2013-2016],535000.0,41017,Petrol,Mumbai,2015
Mercedes-Benz CLS 350,2900000.0,47000,Petrol,Ahmedabad,2014
Ford EcoSport Titanium 1.5L Ti-VCT Black Edition AT,901000.0,15386,Petrol,Kolkata,2020
Toyota Innova 2.5 G BS IV 7 STR,1435000.0,45530,Diesel,Bangalore,2015
Hyundai i10 Sportz 1.2 Kappa2,365000.0,57000,Petrol,Ahmedabad,2014
Maruti Suzuki Celerio VXi (O) CNG [2019-2020],558000.0,89495,CNG,Pune,2019
Maruti Suzuki Celerio ZXi AMT [2019-2020],470000.0,51722,Petrol,Hyderabad,2016
BMW 5 Series 520d M Sport,5750000.0,45700,Diesel,Ahmedabad,2020
Honda WR-V VX MT Diesel,775000.0,46945,Diesel,Delhi,2018
Ford EcoSport Titanium 1.5L TDCi,702000.0,27117,Diesel,Delhi,2017
Jeep Compass Limited 1.4 Petrol AT [2017-2020],1650000.0,63000,Petrol,Hyderabad,2017
Mercedes-Benz C-Class C 220d Progressive [2018-2019],3250000.0,40378,Diesel,Bangalore,2018
Maruti Suzuki Ertiga ZDI SHVS,790000.0,110399,Diesel,Hyderabad,2015
Maruti Suzuki S-Cross Zeta 1.3,650000.0,45000,Diesel,Thane,2015
Kia Sonet GTX Plus 1.5 [2020-2021],1260000.0,40089,Diesel,Mumbai,2020
Land Rover Range Rover 4.4 SDV8 Autobiography LWB,19500000.0,45000,Diesel,Ahmedabad,2018
Volkswagen Polo Comfortline 1.5L (D),730000.0,46354,Diesel,Hyderabad,2018
Hyundai Santro Magna [2018-2020],409000.0,4441,Petrol,Kolkata,2019
Maruti Suzuki Baleno Zeta,615000.0,36146,Petrol,Mumbai,2017
Hyundai Venue SX Plus 1.0 Turbo DCT,1161000.0,16768,Petrol,Pune,2020
Honda City V,999000.0,21691,Petrol,Bangalore,2019
Kia Seltos GTX Plus AT 1.5 Diesel [2019-2020],1445000.0,67420,Diesel,Kolkata,2020
Hyundai i20 Sportz (AT) 1.4,499000.0,41999,Petrol,Bangalore,2013
Maruti Suzuki Baleno Alpha Automatic,675000.0,62000,Petrol,Ahmedabad,2018
Tata Nexon XZ,975000.0,3200,Petrol,Chennai,2021
Maruti Suzuki Wagon R 1.0 LXI CNG,387000.0,47747,CNG,Pune,2014
Hyundai i20 Asta 1.0 Turbo DCT,975000.0,14746,Petrol,Ahmedabad,2021
Audi A3 35 TDI Technology + Sunroof,1650000.0,78597,Diesel,Ahmedabad,2014
Honda Amaze 1.2 VX i-VTEC,409000.0,82075,Petrol,Pune,2013
Honda City SV,650000.0,45000,Petrol,Ambattur,2015
Hyundai i10 1.1L iRDE Magna Special Edition,350000.0,55000,Petrol,Ahmedabad,2015
Maruti Suzuki Ertiga VXi,956000.0,19900,Petrol,Gurgaon,2020
Honda Amaze 1.2 S CVT Petrol [2018-2020],525000.0,36000,Petrol,Ahmedabad,2016
Nissan Micra XL (O) [2013-2016],400000.0,57000,Petrol + 1,Ambattur,2013
Maruti Suzuki Alto 800 Vxi,223000.0,27233,Petrol,Kolkata,2014
Toyota Innova Crysta GX 2.4 7 STR,2299000.0,21396,Diesel,Bangalore,2019
Tata Nexon EV XZ Plus,1550000.0,48400,Electric,Bangalore,2020
Hyundai Venue S Plus 1.2 Petrol,831000.0,7432,Petrol,Chennai,2020
Maruti Suzuki Wagon R 1.0 LXI CNG,375000.0,68695,CNG,Mumbai,2014
Renault Kwid Neotech RXL 1.0 MT,459999.0,13150,Petrol,Ambattur,2021
Hyundai Elite i20 Era 1.2,440000.0,36000,Petrol,Kolkata,2017
Skoda Rapid 1.5 TDI CR Elegance,620000.0,109335,Diesel,Hyderabad,2015
Kia Seltos GTX Plus 1.4 [2020-2021],1551000.0,10400,Petrol,Ahmedabad,2022
Tata Altroz XZ Plus Petrol,849000.0,11178,Petrol,Bangalore,2021
Maruti Suzuki Wagon R 1.0 LXi,235000.0,66000,Petrol,Noida,2012
Honda Amaze 1.2 E i-VTEC,465000.0,33046,Petrol,Mumbai,2016
Hyundai i20 Sportz 1.2,365000.0,64000,Petrol,Noida,2013
Mahindra Marazzo M4 8 STR,1149000.0,20473,Diesel,Bangalore,2019
Honda City VX CVT,775000.0,62000,Petrol,Ahmedabad,2015
Maruti Suzuki Alto 800 LXi (O) CNG,500000.0,37228,CNG,Pune,2021
Toyota Camry Hybrid [2015-2017],4850000.0,700,Petrol,Pune,2022
Hyundai Santro Sportz [2018-2020],529000.0,43189,Petrol,Pune,2019
Audi Q3 35 TDI Premium,1513000.0,65000,Diesel,Ahmedabad,2015
Ford Figo Duratec Petrol ZXI 1.2,249000.0,71000,Petrol,Thane,2014
Maruti Suzuki Swift ZDi AMT,800000.0,60161,Diesel,Thane,2019
Maruti Suzuki Ciaz Delta 1.3 Hybrid,597000.0,57498,Diesel,Delhi,2017
Tata Nexon XZ Plus Diesel,960000.0,37845,Diesel,Thane,2019
Mahindra KUV100 K2 D 6 STR,425000.0,20338,Diesel,Ahmedabad,2017
Skoda Octavia 1.8 TSI Ambition Plus AT,1523000.0,38842,Petrol,Pune,2016
Maruti Suzuki Celerio VXi,394000.0,76775,Petrol,Pune,2016
Maruti Suzuki Dzire VXi AMT,729000.0,39439,Petrol,Bangalore,2018
Maruti Suzuki Swift VXi ABS,520000.0,81869,Petrol,Chennai,2017
Ford EcoSport Titanium 1.5L TDCi,790000.0,56204,Diesel,Ahmedabad,2017
Honda BR-V S Petrol,775000.0,49889,Petrol,Mumbai,2018
Maruti Suzuki S-Presso VXi,475000.0,7942,Petrol,Thane,2021
Jaguar XF 2.2 Diesel Luxury,2300000.0,83358,Diesel,Hyderabad,2013
Hyundai i20 Active 1.2 S,493000.0,50307,Petrol,Kolkata,2016
Audi Q3 35 TDI Premium + Sunroof,1798999.0,21894,Diesel,Kolkata,2016
Ford EcoSport Titanium 1.5 TDCi (Opt),490000.0,52613,Diesel,Kolkata,2015
Maruti Suzuki Baleno Delta 1.2 AT,651000.0,59468,Petrol,Mumbai,2018
Hyundai Eon 1.0 Kappa Magna AirBag,360000.0,16205,Petrol,Pune,2015
Maruti Suzuki Celerio ZXi (O) AMT [2019-2020],425000.0,41624,Petrol,Pune,2017
Maruti Suzuki Ertiga VDi,730000.0,120000,Diesel,Hyderabad,2015
Hyundai Creta SX 1.6 AT Petrol,1350000.0,33815,Petrol,Ahmedabad,2018
Renault Duster 110 PS RxZ AWD,999000.0,41591,Diesel,Bangalore,2017
Renault Duster 110 PS RXL 4X2 AMT [2016-2017],795000.0,82000,Diesel,Hyderabad,2018
Maruti Suzuki Alto K10 VXi,345000.0,44288,Petrol,Delhi,2019
Maruti Suzuki S-Presso VXi,455000.0,7082,Petrol,Kolkata,2020
Mahindra Scorpio S2,928999.0,36624,Diesel,Bangalore,2015
Maruti Suzuki Ritz Zxi BS-IV,390000.0,51000,Petrol,Hyderabad,2014
Ford Aspire Titanium 1.2 Ti-VCT,550000.0,24954,Petrol,Ahmedabad,2017
Jeep Compass Longitude (O) 2.0 Diesel [2017-2020],1224000.0,54441,Diesel,Pune,2017
Maruti Suzuki Alto K10 VXi,199000.0,34579,Petrol,Pune,2012
Maruti Suzuki Wagon R 1.0 LXI CNG,615000.0,23000,CNG,Thane,2020
Hyundai Creta 1.6 SX Plus AT Petrol,1350000.0,35000,Petrol,Mumbai,2018
Mercedes-Benz AMG A35 4MATIC,5200000.0,1700,Petrol,Pune,2021
Volkswagen Ameo Highline Plus 1.5L AT (D)16 Alloy,515000.0,30000,Diesel,Kolkata,2016
Maruti Suzuki Ciaz Alpha Hybrid 1.5 AT [2018-2020],1063000.0,11140,Petrol,Pune,2020
Tata Safari XZA Plus,2349000.0,19075,Diesel,Bangalore,2021
Mercedes-Benz E-Class E250 CDI Avantgarde,1789999.0,114686,Diesel,Mumbai,2014
Ford Figo Titanium 1.5 Ti-VCT AT,650000.0,38603,Petrol,Hyderabad,2019
Maruti Suzuki SX4 ZXI MT BS-IV,245000.0,67860,Petrol,Thane,2010
Maruti Suzuki Alto K10 VXi [2014-2019],336000.0,40510,Petrol,Delhi,2018
Hyundai Elite i20 Magna Executive 1.2,519000.0,19905,Petrol,Kolkata,2017
Jaguar XE Prestige,2400000.0,21000,Petrol,Kolkata,2017
Hyundai Eon D-Lite +,329000.0,28104,Petrol,Bangalore,2014
Mercedes-Benz C-Class C 300d AMG line,4900000.0,23400,Diesel,Pune,2020
Hyundai Elite i20 Asta 1.2 (O) [2019-2020],775000.0,32000,Petrol,Chennai,2019
Hyundai Creta SX Plus 1.6  Petrol,790000.0,58289,Petrol,Thane,2015
Hyundai Venue SX Plus 1.0 Turbo DCT,1145000.0,11457,Petrol,Bangalore,2019
Tata Nexon EV Prime XZ Plus Dark Edition,1525000.0,5000,Electric,Mumbai,2022
Honda Amaze 1.2 VX i-VTEC,650000.0,73699,Petrol,Chennai,2016
Hyundai Elite i20 Sportz 1.2 (O),525000.0,68766,Petrol,Mumbai,2015
Honda WR-V VX MT Petrol,695000.0,30902,Petrol,Mumbai,2017
Honda City VX CVT,735000.0,66684,Petrol,Mumbai,2015
Toyota Urban Cruiser Premium Grade MT,985000.0,8134,Petrol,Thane,2021
Hyundai Venue SX (O) 1.0 Turbo iMT,964000.0,24432,Petrol,Kolkata,2021
Hyundai i10 Magna 1.2 Kappa2,286000.0,58734,Petrol,Pune,2011
Hyundai i10 Magna 1.2 Kappa2,325000.0,15780,Petrol,Thane,2013
Datsun GO T,265000.0,44760,Petrol,Mumbai,2014
Hyundai Creta S 1.5 Petrol [2020-2022],1320000.0,17000,Petrol,Thane,2021
Hyundai Creta 1.6 SX (O),969999.0,117295,Diesel,Hyderabad,2015
Hyundai Eon D-Lite,250000.0,62000,Petrol,Poonamallee,2014
Hyundai Creta 1.4 S,1175000.0,43300,Diesel,Ahmedabad,2019
Honda Amaze 1.2 V CVT Petrol [2018-2020],775000.0,15899,Petrol,Ahmedabad,2020
Mahindra Alturas G4 4WD AT,2250000.0,76187,Diesel,Kolkata,2020
Hyundai Elite i20 Asta 1.2,521000.0,59194,Petrol,Mumbai,2015
Kia Seltos HTX 1.5 Dual Tone [2019-2020],1667000.0,13841,Petrol,Pune,2021
Maruti Suzuki Swift LXi Special Edition,700000.0,11000,Petrol,Chennai,2019
Hyundai Creta 1.6 SX Plus AT Petrol,1225000.0,24128,Petrol,Thane,2018
Volkswagen Vento Highline Diesel AT [2015-2016],814000.0,96710,Diesel,Pune,2017
Mahindra Thar LX Hard Top Diesel MT,1625000.0,38500,Diesel,Hyderabad,2020
Honda WR-V S MT Petrol,625000.0,23798,Petrol,Ahmedabad,2017
Tata Altroz XT Petrol,737000.0,5918,Petrol,Chennai,2021
Hyundai Santro Sportz AMT,606000.0,5231,Petrol,Pune,2020
Skoda Laura Elegance 2.0 TDI CR AT,595000.0,78000,Diesel,Thane,2013
Hyundai Creta SX 1.6 AT Petrol,1290000.0,60038,Petrol,Ahmedabad,2019
Maruti Suzuki Ciaz Delta 1.4 AT,740000.0,48279,Petrol,Mumbai,2017
Nissan Micra Active XL,325000.0,56000,Petrol,Ahmedabad,2017
Hyundai Grand i10 Magna 1.2 Kappa VTVT [2017-2020],509000.0,45907,Petrol,Bangalore,2017
Hyundai i20 Asta 1.0 Turbo IMT,994999.0,8566,Petrol,Thane,2021
Skoda Octavia 2.0 TDI CR Style Plus AT [2017],1521000.0,97050,Diesel,Pune,2017
Maruti Suzuki Swift ZXi,695000.0,50000,Petrol,Thane,2021
Toyota Corolla Altis VL AT Petrol,1200000.0,86000,Petrol,Ahmedabad,2018
BMW X1 sDrive20d xLine,3275000.0,67337,Diesel,Bangalore,2018
Ford Endeavour Titanium Plus 3.2 4x4 AT,3125000.0,59000,Diesel,Faridabad,2019
Land Rover Range Rover Evoque SE R-Dynamic,5999000.0,45195,Diesel,Kolkata,2021
Ford Endeavour Titanium 3.2 4x4 AT,2700000.0,71000,Diesel,Ahmedabad,2018
Skoda Rapid Style 1.5 TDI AT,825000.0,123000,Diesel,Hyderabad,2017
Maruti Suzuki Baleno Delta 1.2,607000.0,24695,Petrol,Delhi,2019
Maruti Suzuki Celerio VXi,385000.0,62228,Petrol,Noida,2015
Honda City V Diesel,650000.0,80000,Diesel,Hyderabad,2015
Maruti Suzuki Swift VXi,375000.0,22500,Petrol,Thane,2013
Ford Classic 1.4 TDCi CLXi,330000.0,106587,Diesel,Hyderabad,2013
Land Rover Freelander 2 HSE SD4,950000.0,75000,Diesel,Kolkata,2012
Ford Endeavour Titanium 2.2 4x2 AT,2995000.0,28466,Diesel,Mumbai,2018
Hyundai Santa Fe 2WD MT [2014-2017],1025000.0,87642,Diesel,Thane,2015
Toyota Etios Liva GD,540000.0,65243,Diesel,Bangalore,2013
Volkswagen Polo Comfortline 1.2L (P),520000.0,90381,Petrol,Hyderabad,2015
Honda WR-V VX MT Diesel,852999.0,84439,Diesel,Chennai,2018
Renault Kwid CLIMBER 1.0 AMT,484999.0,20916,Petrol,Mumbai,2019
Audi A6 2.0 TFSi Technology Pack,7200000.0,20000,Petrol,Bangalore,2021
Maruti Suzuki S-Presso VXi Plus,476000.0,70,Petrol,Delhi,2021
Mahindra XUV500 W11 AT,2048999.0,45350,Diesel,Bangalore,2020
Toyota Innova Crysta 2.8 ZX AT 7 STR [2016-2020],2225000.0,36283,Diesel,Mumbai,2018
Maruti Suzuki Dzire ZXi Plus,745000.0,26450,Petrol,Pune,2019
Maruti Suzuki Ertiga ZXi,645000.0,62285,Petrol,Hyderabad,2013
Mahindra Thar LX 4-STR Hard Top Petrol AT,1795000.0,5438,Petrol,Bangalore,2021
Toyota Corolla Altis VL AT Petrol,1002000.0,88105,Petrol,Delhi,2016
Honda City SV,556000.0,78529,Petrol,Delhi,2015
Honda Jazz S MT [2015-2016],675000.0,33000,Petrol,Hyderabad,2018
Audi Q5 30 TDI Premium Edition,1750000.0,133000,Diesel,Ahmedabad,2015
Maruti Suzuki Ciaz Delta 1.4 AT,749000.0,53197,Petrol,Bangalore,2017
Maruti Suzuki S-Cross Zeta 1.3,775000.0,15629,Diesel,Mumbai,2017
Volkswagen Vento Highline Diesel AT,625000.0,95860,Diesel,Hyderabad,2014
Maruti Suzuki Dzire VXi AMT,729000.0,39439,Petrol,Bangalore,2018
Hyundai Verna EX 1.6 CRDi [2017-2018],878999.0,91495,Diesel,Pune,2017
Toyota Innova Crysta 2.8 GX AT 7 STR [2016-2020],1369000.0,177700,Diesel,Gurgaon,2017
Maruti Suzuki Baleno Zeta,621000.0,29093,Petrol,Kolkata,2018
Ford EcoSport Titanium 1.5L Ti-VCT,859000.0,74280,Petrol,Pune,2018
Hyundai Grand i10 Sportz 1.2 Kappa VTVT [2013-2016],430000.0,22676,Petrol,Delhi,2015
Honda City 1.5 V MT,325000.0,77000,Petrol,Noida,2010
Skoda Superb Style TSI AT,1698999.0,38818,Petrol,Thane,2017
Hyundai Elantra 1.6 SX MT,565000.0,66666,Diesel,Mumbai,2013
Maruti Suzuki Alto LXi BS-III,285000.0,62000,Petrol,Hyderabad,2011
Hyundai i10 1.1L iRDE Magna Special Edition,325000.0,63000,Petrol,Ahmedabad,2014
Hyundai Grand i10 Asta AT 1.2 Kappa VTVT (O) [2016-2017],524000.0,58184,Petrol,Pune,2016
Ford EcoSport Trend 1.5L TDCi,350000.0,80600,Diesel,Gurgaon,2015
Volkswagen Vento Highline Petrol,850000.0,40912,Petrol,Ahmedabad,2019
Maruti Suzuki S-Presso VXi Plus,459999.0,9323,Petrol,Kolkata,2020
Mahindra Marazzo M2 8 STR,1500000.0,5300,Diesel,Poonamallee,2022
Honda Jazz ZX,808000.0,5870,Petrol,Kolkata,2021
Honda City VX CVT,675000.0,66608,Petrol,Thane,2015
Hyundai Elite i20 Asta 1.2,789000.0,41068,Petrol,Bangalore,2018
Maruti Suzuki Ciaz Alpha 1.4 MT,825000.0,40532,Petrol,Bangalore,2017
Honda City VX CVT,725000.0,48146,Petrol,Mumbai,2015
Kia Seltos HTK Plus AT 1.5 Diesel [2020-2021],1545000.0,27710,Diesel,Mumbai,2020
Maruti Suzuki Baleno Delta,580000.0,49000,Petrol,Pallikarnai,2019
Hyundai Xcent S 1.2 (O),425000.0,11628,Petrol,Kolkata,2015
Maruti Suzuki Alto K10 VXi,181000.0,63250,Petrol,Delhi,2012
Mahindra Thar LX Convertible Diesel MT,1800000.0,4600,Diesel,Hyderabad,2022
Toyota Innova Crysta 2.8 ZX AT 7 STR [2016-2020],2450000.0,35531,Diesel,Mumbai,2019
Maruti Suzuki Ciaz Zeta 1.4 MT,1087000.0,19586,Petrol,Pune,2019
Maruti Suzuki Alto K10 VXi,373000.0,17815,Petrol,Delhi,2019
Skoda Kodiaq Style 2.0 TDI 4x4 AT,2875000.0,51000,Diesel,Hyderabad,2018
MG Hector Sharp 1.5 DCT Petrol [2019-2020],1599000.0,29988,Petrol,Bangalore,2020
Nissan Terrano XL (D),570000.0,121000,Diesel,Ahmedabad,2014
Maruti Suzuki Baleno Delta 1.2,585000.0,39852,Petrol,Delhi,2018
Renault Kwid Neotech RXL,434999.0,12850,Petrol,Mumbai,2020
Hyundai Grand i10 Sportz 1.2 Kappa VTVT [2016-2017],581000.0,31500,Petrol,Chennai,2018
Maruti Suzuki Alto 800 Lxi,204999.0,35965,Petrol,Kolkata,2014
Kia Sonet HTX Plus 1.0 iMT [2020-2021],1006000.0,18169,Petrol,Pune,2020
Maruti Suzuki Celerio VXi,357000.0,24063,Petrol,Kolkata,2015
Mahindra Scorpio 2021 S7 140 2WD 7 STR,1285000.0,19000,Diesel,Delhi,2020
Hyundai Elite i20 Sportz 1.2 [2016-2017],830000.0,35811,Petrol,Hyderabad,2020
Mercedes-Benz CLA 200 CDI Sport,2675000.0,7000,Diesel,Kolkata,2018
Honda City SV Diesel,790000.0,60000,Diesel,Ahmedabad,2018
Skoda Rapid 1.6 MPI Ambition Plus AT,695000.0,67269,Petrol,Mumbai,2017
Maruti Suzuki Wagon R 1.0 LXI CNG (O),640000.0,40664,CNG,Mumbai,2021
Toyota Fortuner 3.0 MT,1075000.0,113000,Diesel,Mumbai,2011
Maruti Suzuki Alto 800 Vxi,341000.0,20786,Petrol,Chennai,2018
MG Hector Sharp Hybrid 1.5 Petrol [2019-2020],1450000.0,35000,Hybrid,Delhi,2020
BMW 5 Series 520d M Sport,3295000.0,53971,Diesel,Thane,2017
Toyota Fortuner 4X4 AT 2.8 Diesel,3950000.0,53834,Diesel,Kolkata,2021
Tata Nexon XZ Plus (O),1067000.0,30356,Petrol,Chennai,2020
Maruti Suzuki Ciaz Delta 1.5 Diesel,910000.0,76000,Diesel,Hyderabad,2019
Hyundai Santro Xing GLS,260000.0,79800,Petrol,Ambattur,2013
Maruti Suzuki Alto 800 Vxi Plus,401999.0,4958,Petrol,Delhi,2021
Hyundai Creta 1.6 SX Plus AT Petrol,1175000.0,70000,Petrol,Ahmedabad,2019
Hyundai Santro Magna [2018-2020],562000.0,24669,Petrol,Pune,2020
Land Rover Range Rover Evoque Dynamic SD4,2250000.0,89000,Diesel,Ahmedabad,2014
Hyundai Grand i10 Magna 1.2 Kappa VTVT [2013-2016],385000.0,42228,Petrol,Delhi,2014
Hyundai Creta E Plus 1.6 Petrol,939000.0,40544,Petrol,Bangalore,2016
Maruti Suzuki Vitara Brezza ZXI Plus Dual Tone,1125000.0,19608,Petrol,Bangalore,2020
